,questions,documents,answers,explanations
280,Does Grander water have health benefits compared to untreated drinking water?,"We could not find any studies on the health effects of Granderwasser. Whether the supposedly more living water actually – as claimed – has improved well-being or has other effects on health has never been investigated. So far, there is no convincing evidence that Granderwasser is at all different from normal water. The studies in detail No clinical studies found.",unknown,The alleged active principle of Grander Water is not scientifically plausible. There are also no clinical studies on the health effect to be found. Other studies usually find no difference between Grander water and untreated water.
281,"Does astaxanthin protect against cardiovascular disease, cancer or prolong life?","But they have not investigated whether astaxanthin actually has a positive effect on the life of the test subjects, for example: Is the course of certain diseases more favourable with astaxanthin? Unfortunately, such studies are missing for astaxanthin. The supposedly wonderful effects of astaxanthin as a dietary supplement are therefore not sufficiently investigated, let alone proven.",unknown,"There is a lack of meaningful studies on astaxanthin. There are only studies that have recorded certain blood values or other surrogate variables for cardiovascular diseases, which on top of that could not find any benefit for the pink dye."
282,Do products from the noni fruit promote health?,"Roughly speaking, based on the current study situation, we can neither confirm nor exclude positive effects by Noni. We couldn't find any serious clinical studies investigating the efficacy of Noni in high blood pressure or in the prevention and treatment of cancer. The studies in detail Study situation on extracts and juices from the Noni fruit is poor. Therefore, we do not know whether Noni has significant positive health effects – even if the authors of animal and test glass studies like to suggest this.",unknown,"To date, there are no scientifically well-conducted studies that can prove a health benefit of noni."
283,Can spending time at waterfalls on a regular basis provide lasting improvement in asthma symptoms?,"Whether waterfalls have a positive effect on asthma is therefore unclear and needs to be researched better. In our view, the improvements reported for individual children are no evidence that waterfall therapy is generally effective in children with asthma.",unknown,"So far, only one study has examined this question. However, it cannot provide an answer; the deficiencies in implementation are too great."
284,Does goji help with serious diseases like cancer or prevent heart attacks?,"Many studies with Goji, but few evidence Due to the full-bodied advertising promises about Gojiberry, we have approached literature research with correspondingly high expectations. However, these studies have not investigated any meaningful parameters: For example, we searched in vain for information on whether Goji prevents a heart attack or stroke, or helps to avoid diabetes-related damage or a deterioration of vision by AMD. So whether Goji can provide real support for cancer, we consider this one clinical study to be quite doubtful.",unknown,"There are some smaller studies with different goji preparations on various health issues such as cancer, diabetes, strengthening of the immune system or age-related macular degeneration. However, no reliable statements about noticeable effects of the goji berry can be derived from them."
285,Are amla supplements effective and safe in lowering high cholesterol?,"However, there is no evidence of their efficacy. On this basis, it would not be serious to judge the effectiveness or even suggest positive effects. [5] It remains therefore open whether the intake of Amla food supplements on the one hand can make the laboratory values on the paper ""beautiful"" appear and on the other hand can actually cause a reduction in illness and death. Thus, it remains unclear whether Amla can contribute to the reduction of cholesterol and whether the berry ultimately leads to a noticeable improvement in health, i.e.",unknown,"There are some studies with human test subjects. But the list of flaws is long, and the results of the studies are therefore not trustworthy. Thus, dietary supplements with Amla are not an alternative for proven effective therapies."
286,"Does inhaling hive air have health benefits for asthma, allergies or other conditions?","Hot air Significant clinical studies on the effectiveness of bee air therapy appear to have never been performed. Without well-made investigations to the benefit, the promises and expectations about the therapy with air from hives lack a solid basis. The so far circulating anecdotes on the effectiveness of bee air do not give an answer to essential questions: How long do the collaged effects last after bee air therapy? However, it is not investigated whether this helps reliably – theoretically, fractions of pollen grains could slip through the filter pores and yet be inhaled. As well as effectiveness, undesirable side effects of hive-air therapy are not investigated; and on this basis, serious statements about safety or safety are not investigated.",unknown,There is no scientific research that speaks for or against such a health effect.
287,Can chlorinated water from baby swimming cause asthma or allergies later in childhood?,"However, insufficient research is being carried out on whether babies exposed to chlorine in swimming water will develop asthma or allergies later in their childhood. However, the study cannot prove whether baby swimming was the cause of asthma.",unknown,Studies conducted to date are too inconclusive and contradictory to make concrete scientific statements.
288,Is a lot of sunlight in childhood and adolescence a cause of age-related macular degeneration?,"Whether a lot of sun in childhood and adolescence is a cause of macular degeneration in old age can only answer future, better conducted studies. All in all, the study cannot therefore answer whether children have a long-term increased risk of macular degeneration when they are much in the sun.",unknown,"Whether sunlight is (a) cause for age-related macular degeneration cannot be answered seriously at present. The quality of the existing studies is too poor. Regarding the question whether sunglasses in childhood reduce the risk for macular degeneration in old age, corresponding studies are missing."
289,Does wearing sunglasses in childhood and adolescence protect against macular degeneration in old age???,Whether wearing sunglasses in childhood protects against macular degeneration in old age has not been investigated in studies. It is also unclear for the later years of life whether sunglasses have a protective effect.,unknown,"Whether sunlight is (a) cause for age-related macular degeneration cannot be answered seriously at present. The quality of the existing studies is too poor. Regarding the question whether sunglasses in childhood reduce the risk for macular degeneration in old age, corresponding studies are missing."
290,Does water from jugs with semi-precious stones have a positive health effect?,"However, it is unlikely that health-relevant amounts from the ""healstones"" will pass into the water. Apparently, the research has not dealt with healing stones in the water nor investigated the health effects of this special drinking water. Benefits are not plausible Our conclusion, therefore, is that the benefits and risks of ""healstones"" in drinking water are not investigated. Any evidence from scientific medicine is missing for a positive health effect.",unknown,No studies are available on this. An effect is not plausible.
291,Is calcium from Japanese coral safe and effective in preventing disease?,"However, in our research on coral calcium, it was not surprising: we did not find any studies with test subjects that would have enabled us to make a serious assessment of this claim. Our conclusion: we cannot say whether coral calcium has a preventive benefit, so whether it is effective in the prevention of various diseases. In the absence of comparative studies, it has not been proven to what extent coral calcium has a different effect than ‘normal' calcium, which we absorb with food or in the form of common dietary supplements.",unknown,There are no well-done studies with human subjects that have investigated the efficacy and safety of dietary supplements containing coral calcium.
292,Does the observance of feng shui design rules help against bad sleep?,Our Conclusion We could not find any studies that have dealt with the health effects of mirrors in the bedroom. We could not determine whether Feng Shui's design principles might have a beneficial effect on health and sleep. Feeling good through sleep hygiene We cannot judge the effects of a Feng Shui living culture on sleep quality.,unknown,Sleep hygiene recommends designing bedrooms so that their occupants feel comfortable. We were not able to find out whether designing the bedroom according to the rules of Feng Shui or leaving out mirrors opposite the bed plays a role in this. Corresponding studies are lacking.
293,Does taking vitamin C prevent motion sickness?,"On the basis of the study, we cannot draw reliable conclusions for seasickness in particular. Therefore, according to the current state of science, the question of whether vitamin C can prevent travel sickness cannot be answered.",unknown,We found only one small study with methodological flaws on this question. The study investigated a very specific question and shows contradictory results.
294,Do Lifewave patches improve health or athletic and mental performance?,"However, there is no credible scientific explanation for such effects. Based on these studies, it cannot be said whether the patches are beneficial. It never evaluated whether the patches could improve the health and performance of the participants.",unknown,"There are no trustworthy, comprehensibly conducted studies that suggest or even prove such an effect. The fact that the patches help is not plausible anyway."
295,Are there differences in hair removal effectiveness between IPL and diode laser?,"Possibly no difference Our general conclusion is: Previous studies indicate that there should be at least no clear differences between diode lasers and IPL, used by professionals. Both methods may have similar effects. The results of 23 remaining women suggest that both diode lasers and IPL are likely to be similarly effective with Hirsutism-induced hair on the face.",no,"There may be no difference between hair reduction with diode laser and IPL. We have only been able to evaluate three studies on the subject with a few female test subjects; the studies had various methodological deficiencies. Therefore, our judgment could be revised in the future by better done studies. Reliable data on the long-term effect of epilation with diode laser and light are lacking. The generalization of the preliminary results is also problematic, for example because the studies we used only investigated hair removal on the face and in the armpits."
296,Does carbonic acid cause cancer?,"Cancer by Carbonic Acid Little Probable We currently cannot judge for sure whether carbonated beverages affect health. After all, there is evidence that carbonic acid is not likely to be responsible for the development of cancer [1-4]. However, in the absence of evidence that carbon dioxide in combination with other ingredients causes cancer, it is unlikely that it will do so alone.",no,"Currently existing studies are too inconclusive to allow reliable conclusions to be drawn about the effect of carbonic acid on the digestive tract. However, there are indications that carbonic acid is unlikely to cause cancer. However, the underlying studies have only limited significance."
297,Does carbonic acid have any health effects on the digestive tract???,Effects on digestion unexplained It is difficult to assess whether sparkling drinks affect the digestive tract. What carbonic acid causes in the digestive tract cannot be concluded from its results.,unknown,"Currently existing studies are too inconclusive to allow reliable conclusions to be drawn about the effect of carbonic acid on the digestive tract. However, there are indications that carbonic acid is unlikely to cause cancer. However, the underlying studies have only limited significance."
298,Does wearing compression stockings on a long-haul flight prevent thrombosis (blood clots) and the associated symptoms?,"Preventing compression stockings is effective Compression stockings are designed to prevent thrombosis. And indeed: On a long-haul flight, wearing compression stockings reduces the likelihood that blood clots will form in the leg. Many thrombosis are prevented Furthermore, the results show that compression stockings prevent many thrombosis. The compression stockings were able to reduce the incidence of symptom-free thrombosis both in people at increased risk and in people not particularly at risk. It is therefore likely that compression stockings can also reduce the rare problematic thrombosis.",yes,"In previous studies, compression stockings have significantly reduced the likelihood of symptomless thrombosis. This probably also reduces the risk of rarely occurring problematic thromboses that lead to serious symptoms."
299,Can extracorporeal shock wave therapy relieve heel pain if the cause is tendonitis or a heel spur?,"Thus, shock wave therapy can probably relieve the pain of these sufferers, although not in any case [1]. Still unexplained Although the existing studies have clearly shown an advantage of shock wave therapy over sham treatment, some questions remain unanswered: How strong must the shock waves be in order to relieve the discomfort in the best possible way and still protect the sole of the foot? However, the evidence-based medical information center of Danube University Krems has found only weak indications that shock wave therapy can help in bone fractures: ""Is there evidence of the effectiveness of extracorporeal shock wave therapy (ESWT) in acute shaft fractures in support of fracture healing?",yes,"Shock wave therapy is likely to help relieve chronic heel pain - if it is caused by inflammation of the plantar tendon plate (plantar fasciitis) or by a heel spur. In many cases, the complaints also improve on their own."
300,Does an extract from the African black bean (active ingredient 5-hydroxytryptophan) help against lovesickness?,There is no scientific evidence that the preparation can actually relieve mental pain after separation from a beloved partner.,unknown,Such an effect has not yet been scientifically confirmed.
301,Does a mixture of hops and other natural remedies help with sleep problems?,"In combination with other ""natural"" means, hops seem to be able to do nothing to prevent sleep disorders. More research needed In total, three studies involving a total of 412 men and women indicate that different combination preparations with hops cannot improve sleep.",no,"As a single active ingredient, hops have not been well researched. Significant clinical studies exist only on mixed preparations containing the following agents in addition to hops: Valerian, unsaturated vegetable fats or processed milk protein in combination with an extract of Chinese date. Results of previous studies indicate that these mixtures cannot improve sleep."
302,Do hops as a single active ingredient help with sleep problems???,"For hops as a single active ingredient, the question of effectiveness is quickly answered: We have not found any clinical studies. So we cannot say whether hops alone improve sleep.",unknown,"As a single active ingredient, hops have not been well researched. Significant clinical studies exist only on mixed preparations containing the following agents in addition to hops: Valerian, unsaturated vegetable fats or processed milk protein in combination with an extract of Chinese date. Results of previous studies indicate that these mixtures cannot improve sleep."
303,Does taking a mushroom called reishi benefit cancer?,"Since all studies have more or less large methodological weaknesses, the results – even if they are nominally in favour of Reishi – are not meaningful. So, according to current knowledge, it is not certain whether Reishi will benefit from cancer. Although the response to therapy was studied in two studies, no benefit was found for Reishi compared to comparative therapy.",unknown,"The question of the effect of Reishi against cancer was explored in some studies. However, these were small and sometimes had serious methodological flaws. In addition, because a variety of cancers, treatments, and Reishi preparations have been studied, comparisons are difficult. Thus, the question of the anti-cancer effect of the mushroom cannot be answered reliably."
304,Can labor pain during childbirth be relieved by aromatherapy with lavender oil?,"The results of these studies suggest that the fragrance of the essential oil may slightly weaken the strength of the pain in labor. Women who received an aromatherapy with lavender oil estimated their pain on average between 0.4 and 1.6 points lower than those who received only a sham therapy without essential oil [1,2].",yes,"Previous studies are poorly done, so their results have limited confidence. They suggest that aromatherapy with lavender oil might slightly relieve labor pain. Whether aromatherapy also shortens the duration of labor is not clear."
305,Can the duration of childbirth be reduced by aromatherapy with lavender oil?,"Therefore, it is currently unclear whether lavender fragrance oil helps women to hold their newborn in their hands faster. However, it is not sufficiently researched whether aromatherapy can really make a difference here.",unknown,"Previous studies are poorly done, so their results have limited confidence. They suggest that aromatherapy with lavender oil might slightly relieve labor pain. Whether aromatherapy also shortens the duration of labor is not clear."
306,Does a patch with high-dose capsaicin relieve pain after shingles?,So the nerve pain improved for eight to twelve weeks: With the capsaicin patch for 36 out of 100 people. Efficacy in pain after shingles They were able to draw clear conclusions from two works involving 571 patients and patients suffering from nerve pain after shingles.,yes,"In some individuals who have survived shingles, a patch containing the high-dose active ingredient capsaicin (8%) is likely to relieve nerve pain (neuropathic pain) for about 12 weeks.,The studies available on this question are of poor quality and do not allow conclusions to be drawn. Thus, it is unclear whether high-dose capsaicin (8%) in patch form can relieve nerve pain in people with diabetes or HIV."
307,Does a patch with high-dose capsaicin relieve pain in diabetes mellitus or infection with HIV?,"It is therefore unclear whether high-dose capsaicin (8%) in patch form can relieve nerve pain in people with diabetes or HIV. Effect unclear in diabetes and HIV The research team has not been able to answer as clearly as possible whether a patch with capsaicin can help to control the nerve pain caused by HIV or diabetes [1]. For this reason, we consider the results of these studies to be unreliable and therefore cannot say whether capsaicin patches are effective against the nerve pain typical of HIV and diabetes.",unknown,"In some individuals who have survived shingles, a patch containing the high-dose active ingredient capsaicin (8%) is likely to relieve nerve pain (neuropathic pain) for about 12 weeks.,The studies available on this question are of poor quality and do not allow conclusions to be drawn. Thus, it is unclear whether high-dose capsaicin (8%) in patch form can relieve nerve pain in people with diabetes or HIV."
308,Does industrially highly processed food increase the risk of cancer?,"In the course of time, a certain pattern appeared: people with the highest consumption of ""industrial food"" developed cancer a little more frequently. This means that highly processed products may lead to a slight increase in the risk of cancer. These results therefore suggest that eating and drinking highly processed foods may easily favour the occurrence of cancer.",yes,"The first indications of a possible link between the consumption of industrially produced, highly processed products and cancer have emerged in a large French observational study. So it could be that people who eat and drink more highly processed products (e.g., convenience foods) are somewhat more likely to develop cancer. More long-term research on this important topic is definitely needed. Current knowledge is by no means well established, and reliable evidence of a cause-and-effect relationship between highly processed food and cancer is lacking. The possible underlying mechanism is unknown."
309,Does propolis have a healing or soothing effect on inflammation in the mouth (in otherwise healthy people)?,"No evidence of anti-inflammatory effects The result of our research was disappointing. However, whether or not Propolis can act as a cure, the studies cannot answer due to their poor quality. It is therefore unclear whether differences between the group results at the end of the study are really due to the use of Propolis – or are based only on the fundamental differences between the groups.",unknown,"Previous studies on aphthae, candidiasis and inflammation of the mouth in otherwise healthy people are poorly conducted. An assessment of the effect of propolis is not possible on this basis."
310,Do amalgam fillings affect the mental development of school children compared to plastic dental fillings?,"Although the study authors found slightly higher amounts of mercury in the body in children with amalgam fillings, the levels were well below the level of health concern [6, 14]. Overall, it is unlikely that amalgam fillings will affect the mental abilities of children. The amalgam did not seem to be the cause of the complaints, even if those persons who could remove the fillings had slightly lower mercury levels [4]. Amalgam had no negative effects on the intelligence, memory or concentration of the children.",no,"Children who receive at least one amalgam filling between the ages of six and ten have slightly more mercury in their bodies than their peers with plastic fillings. However, these levels are almost certainly too low to impair mental abilities such as intelligence, concentration and memory over a five-year period. This is what previous studies have shown. Little research has been done on the possible effects of amalgam fillings on children under the age of six and, in the case of pregnant women, on their unborn offspring. Whether there are other health effects has hardly been researched so far."
311,Does curcumin protect healthy people from mental impairment or even from developing dementia?,"Studies with turmeric lack of meaningfulness Impressive evidence for effectiveness or at least promising evidence we could not find in any study. In the studies on the prevention of dementia [1-3], the results were contradictory. Contradictory prevention results Two studies [1,2] found positive effects of turmeric only in some, but not in all tests. The only conclusion that can be drawn here on the subject of dementia prevention: contradictory.",unknown,"Three studies with relatively few test subjects and partly serious methodological deficiencies show contradictory results with questionable significance.,Two studies were unable to find any effect of a six-month treatment with curcumin. However, the studies were relatively small and had methodological problems."
312,Does curcumin protect people with already diagnosed dementia from further decline in mental abilities???,"In the studies in patients already suffering from dementia [4.5], turmeric had no more positive effects on memory performance than dummy medications.",no,"Three studies with relatively few test subjects and partly serious methodological deficiencies show contradictory results with questionable significance.,Two studies were unable to find any effect of a six-month treatment with curcumin. However, the studies were relatively small and had methodological problems."
313,Do preparations with humic acids help with diseases or complaints of the stomach and intestines?,"Alone: We have not been able to find meaningful scientific studies on whether humic acids contribute to the health or recovery of the stomach and intestine. No studies published In our research on the efficacy of humic acids, we only encountered some ""application observations"". And so it remains unclear whether the observed changes after the intake of humic acids are actually due to the product itself.",unknown,We could not identify any meaningful studies on this question
314,Does an extract from grapefruit seeds work against fungal diseases such as athlete's foot or nail fungus?,"However, it is not quite clear whether the extract itself was effective against the microorganisms. Therefore, no statements can be made as to whether extracts from grapefruit seeds actually help against fungal diseases in humans.",unknown,The efficacy of extracts from the seeds of grapefruit against fungi has been researched only in laboratory trials. The results were contradictory. The remedy was not tested at all on people with athlete's foot or nail fungus.
315,Does taking rosehip powder for rheumatoid arthritis improve symptoms?,"In rheumatoid arthritis, the only available study finds a computational advantage for rose hip powder.",no,"The question has only been investigated in one small study with methodological deficiencies. In this study, a calculated advantage was found for those people who were treated with rose hip powder. Compared to placebo, however, the advantage was so small that it is unlikely to bring about any noticeable improvement in everyday life.,A total of three smaller studies with methodological flaws have investigated the question, but have come to contradictory results."
316,Does taking rosehip powder for osteoarthritis alleviate the symptoms???,"The studies also generally had several methodological weaknesses, so the results are not reliable. No evidence of efficacy Not only the methods are disappointing. Whether rose hip powder is actually well tolerated can not be said for sure because of the small number of participants and because of the relatively short duration of study. The studies, however, yielded contradictory results: some found an advantage of rose hip powder, while others did not.",unknown,"The question has only been investigated in one small study with methodological deficiencies. In this study, a calculated advantage was found for those people who were treated with rose hip powder. Compared to placebo, however, the advantage was so small that it is unlikely to bring about any noticeable improvement in everyday life.,A total of three smaller studies with methodological flaws have investigated the question, but have come to contradictory results."
317,Can the genetic blood test for Down syndrome (trisomy 21) predict whether the unborn child is affected - in pregnant women at increased risk?,"Good risk assessment, but no diagnosis Our conclusion from studies with high-risk pregnancies: The genetic blood test probably detects almost all foetuses with resp. Not only Down's syndrome discovered The tests can not only determine whether the unborn is likely to have Down's syndrome (trisomy 21), but may also be affected by rarer genetic impairments.",yes,"In pregnant women with an abnormal preliminary result, the genetic blood test can probably predict with great accuracy whether the unborn child has Down syndrome (trisomy 21) or not. However, the test result is not always correct: in rare cases, the test ""misses"" Down syndrome, i.e. it is ""falsely inconspicuous"". It can also happen that the blood test predicts Down syndrome even though the fetus is not affected (""false-conspicuous"")."
318,"Do preparations with rose root have an effect against stress and its consequences, e.g. exhaustion?","For this reason, the present studies do not provide a reliable assessment of whether the roseroot actually has an effect on stress. According to EMA-Gremium, the effect of roseroot is not convincingly proven – by the way, this applies not only to stress and exhaustion, but also to other areas of application such as physical performance, anxiety disorders or depression. The results were contradictory: three studies found an advantage of roseroot, but two did not.",unknown,"The effect of rose root has been investigated in several small studies. However, these studies were mostly of very poor quality, and they came to inconsistent results. Therefore, based on our current knowledge, we cannot make a definite statement. We do not know whether rose root is good as an anti-stress remedy - or ineffective."
319,Is microwave therapy effective and safe for long-term reduction of excessive sweating (primary hyperhidrosis) in adults?,"Efficacy poorly investigated We wanted to find out how well the new therapy with microwaves works against sweating, but unfortunately only one study [1] with good study design was able to find on the subject. According to Gravimetry measurements, there was no significant improvement in the long term due to microwave therapy. All in all, based on preliminary results, we cannot say whether microwave therapy is effective and safe in the long term in order to reduce sweat production.",unknown,"Treatment with microwaves has only recently been performed on patients with excessive sweating in the axillary region. Unfortunately, the current study situation does not provide conclusive information on the long-term efficacy and safety of this form of treatment."
320,Does ointment with comfrey help against back pain and knee pain better than a placebo?,"In case of back pain [1] and knee arthrosis [2] the plant extract obtained from legwell seems to help better than a sham medication (placebo). With the legwell ointment, the pain intensity decreased more than with placebo.",yes,"The effect of ointments with comfrey against pain in the back and knee has only been investigated in quite small studies with methodological problems. It is possible that comfrey is more effective than placebo; in the case of pain in the knee joint, the effect could even be clearly noticeable for those affected. Future studies should shed much more light on these possible effects.,In three small studies, the effect of comfrey on sore muscles or sprained ankle was compared with that of placebo and painkillers. However, the seemingly positive results are not reliable, and better studies are needed."
321,Does ointment with comfrey help with ankle sprains and sore muscles???,"Insufficiently proven Methodically even worse are the studies on the use of legwell in pain due to a sprained ankle [3,4] or muscle ache [5]. However, there are some ambiguities in the study publication, and it is only a single study with relatively few participants. However, it is not clear whether the difference was felt by the parties concerned. For these reasons, this study is not meaningful.",unknown,"The effect of ointments with comfrey against pain in the back and knee has only been investigated in quite small studies with methodological problems. It is possible that comfrey is more effective than placebo; in the case of pain in the knee joint, the effect could even be clearly noticeable for those affected. Future studies should shed much more light on these possible effects.,In three small studies, the effect of comfrey on sore muscles or sprained ankle was compared with that of placebo and painkillers. However, the seemingly positive results are not reliable, and better studies are needed."
322,Can chlorhexidine in the form of dental varnish prevent the formation of caries in adults?,"However, chlorhexidine does not seem to protect adults at all or only to a very small extent from caries. In the summary of several studies [1] the researchers evaluated only the effects on root caries: it showed no or only a very small protective effect of chlorhexidine. The single study [2] looked at all types of caries and concluded that there was no anti-caries benefit at all. The authors of both survey work on the benefit of chlorhexidine in children and adolescents agreed: They considered the included studies to be untrustworthy due to methodological shortcomings – but obviously there is no better one.",no,"A large well-done study with chlorhexidine dental varnish was unable to find an effect. The summary of several smaller studies with chlorhexidine varnish suggests that chlorhexidine dental varnishes may have a statistical effect, but no noticeable anti-caries effect for users. We did not find well-done studies on the benefits of chlorhexidine tooth gel and chlorhexidine mouth rinses for caries prevention. For children, no firm conclusions can be made about the benefit of chlorhexidine products for caries prevention."
323,"Can chlorhexidine in the form of mouth rinses and gels for home use in children and adults, and as a dental varnish in children, prevent the formation of caries?","Not enough data for children For the use of chlorhexidine products in children, the data situation is even worse than in adults. Therefore, for the benefit of chlorhexidine in children, we cannot make a sure statement. Therefore, the effect of chlorhexidine preparations in children cannot be classified from our point of view; we simply have too little sound knowledge.",unknown,"A large well-done study with chlorhexidine dental varnish was unable to find an effect. The summary of several smaller studies with chlorhexidine varnish suggests that chlorhexidine dental varnishes may have a statistical effect, but no noticeable anti-caries effect for users. We did not find well-done studies on the benefits of chlorhexidine tooth gel and chlorhexidine mouth rinses for caries prevention. For children, no firm conclusions can be made about the benefit of chlorhexidine products for caries prevention."
324,Does a legal smoking ban reduce the likelihood of cardiovascular disease in nonsmokers?,"There are good studies on positive health effects for the population after the introduction of national smoking bans. Emergency cases go back After the introduction of the smoking bans, there was a decline in cardiovascular disease and in emergencies such as heart attack or stroke – probably a result of the bans. According to the survey, there are also indications that fewer people died of smoke-related diseases as a result of a smoking ban. Smoking ban makes sense In summary, there are strong indications that the health of non-smokers is improved by laws for a nationwide smoking ban. The summarized results show that the population is likely to benefit from smoking bans, especially due to fewer cardiovascular problems.",yes,A legal smoking ban is likely to reduce the number of cardiovascular diseases and emergencies in the population as a whole. Mortality is also likely to decrease.
325,Do pregnant women who take vitamin D have a lower risk of preterm birth?,"Also in premature births or a too low growth of the unborn child, a lack of vitamin D in the mother is often recorded in parallel [1-3]. According to the summarized study results, it is likely that mothers will have less premature births due to the vitamin D preparations, i.e. Although some of the studies analysed indicated that taking vitamin D could reduce the risk of complications such as pregnancy poisoning and gestational diabetes or low birth weight of the baby.",yes,"Some studies with few participants suggest that taking vitamin D during pregnancy may reduce the risk of preterm birth. However, it seems to be just the opposite when pregnant women swallow vitamin D together with calcium. At least in one study, the risk of preterm birth increased in this case. The cause was not clear. Overall, many questions remain open; the study situation is not satisfactory enough to recommend vitamin D intake in principle for all pregnant women on this basis."
326,Do pregnant women who take vitamin D in combination with calcium have a lower risk of preterm birth?,"Vitamin D and calcium as a risky duo The indicated positive effect, which protects against premature births, turned to the contrary when the women swallowed vitamin D together with calcium. Paradoxically, those women who took not only vitamin D but also calcium more often had premature births.",no,"Some studies with few participants suggest that taking vitamin D during pregnancy may reduce the risk of preterm birth. However, it seems to be just the opposite when pregnant women swallow vitamin D together with calcium. At least in one study, the risk of preterm birth increased in this case. The cause was not clear. Overall, many questions remain open; the study situation is not satisfactory enough to recommend vitamin D intake in principle for all pregnant women on this basis."
327,Does aromatherapy have a calming effect on agitation and aggression typical of dementia?,"Apart from this exception (Lavendel-Aromatherapie), we do not know whether aromatherapy can help people with dementia [1] : Due to the current study situation, we cannot confirm or exclude efficacy. We cannot make reliable statements about the safety or possible side effects of aromatherapy in dementia, even in long-term use. However, we do not assume that aromatherapy has a very large, previously undiscovered positive effect on the symptoms and quality of life of dementia sufferers. Aromatherapy is intended to help against sleep disorders, depression or pain and is quite popular – although the scientific evidence generally leaves much to be desired [1].",unknown,"Based on the state of studies, it is largely unclear whether aromatherapy can help patients with dementia. There are quite a few studies on the subject, but many of them have gross flaws and are therefore not comparable. For example, studies with lemon balm aromatherapy have contradictory results. With lavender aromatherapy, on the other hand, a certain tendency has emerged: it does not seem to help against agitation and aggression - both typical accompanying symptoms of dementia."
328,Does aromatherapy have other positive effects for dementia patients???,"Apart from this exception (Lavendel-Aromatherapie), we do not know whether aromatherapy can help people with dementia [1] : Due to the current study situation, we cannot confirm or exclude efficacy. However, we do not assume that aromatherapy has a very large, previously undiscovered positive effect on the symptoms and quality of life of dementia sufferers.",unknown,"Based on the state of studies, it is largely unclear whether aromatherapy can help patients with dementia. There are quite a few studies on the subject, but many of them have gross flaws and are therefore not comparable. For example, studies with lemon balm aromatherapy have contradictory results. With lavender aromatherapy, on the other hand, a certain tendency has emerged: it does not seem to help against agitation and aggression - both typical accompanying symptoms of dementia."
329,Does tomato extract reduce the risk of cardiovascular disease?,"Among the studies, however, there are no studies in which the protective effect has actually been checked against heart attack or stroke. Whether such effects also appear in the body and then actually prevent heart attack or stroke is unclear. However, the studies were poorly done. On this basis, we cannot reliably estimate the benefits.",unknown,"So far, there are only small and short studies with quite a few shortcomings. The influence of various tomato extracts on blood pressure was tested. It was not tested whether the tomato extracts reduce the risk of heart attack or stroke."
330,Does quitting smoking prolong life?,"Because people who no longer smoke are less likely to suffer from cardiovascular diseases, cancer, infections, respiratory diseases, diabetes and osteoporosis [9]. The advantages of a smoke stop apply not only to younger people, but also to older people aged 60 and over: They can probably regain years of life. Confirmation of previous results These studies are on a line with the results of well done studies [2-6.12], according to which it brings advantages at all ages to get rid of smoking. The sooner the stop succeeds, the more the risk of one of the many diseases caused or at least favoured by smoking decreases. In the case of former smokers, it was noticed that the higher risk of death continued to decrease with the years since the smoke was stopped.",yes,"Quitting smoking is likely to reduce the risk of premature death. This is probably also true for older people over 60, and the earlier smoking is stopped, the better it is. Because then the life expectancy of ex-smokers probably approaches that of non-smokers."
331,Does eating eggs increase the risk of cardiovascular disease?,"They indicate that in healthy people the consumption of eggs – at least within the limits of up to five pieces per week – does not favour the development of cardiovascular disease [1,2]. In moderate quantities – up to five pieces per week – chicken eggs should not be harmful to heart health as part of a balanced diet. The scientists found that one egg per day should not increase the risk of coronary heart disease or stroke. They concluded that an egg per day does not increase the risk of stroke or coronary heart disease in healthy people.",no,"In healthy adults, the risk of cardiovascular disease is not likely to increase if they consume up to five chicken eggs per week as part of a balanced diet. However, for some groups of people (e.g. diabetics), restrictions could be useful."
332,"Does oseltamivir (brand name ""Tamiflu"") reduce the severity and duration of influenza in otherwise healthy adults?",Disease a little shorter The anti-flu tablets could shorten the duration of the flu a little: Children and adults who are otherwise healthy suffer – without Tamiflu – on average seven days from the flu. With Tamiflu these adults would be about 17 hours earlier free of symptoms; children would gain in about 24 hours [3].,yes,"Oseltamivir could reduce the duration of influenza (""real flu"") by about half a day in otherwise healthy adults. It has not been proven that complications can be prevented by Tamiflu. Whether influenza patients are less contagious due to Tamiflu is unclear."
333,"Is active surveillance (""active surveillance"") of patients with low-risk prostate cancer associated with increased prostate cancer mortality risk in the long term?","Death risk is unclear For all causes of death combined, the ProtecT study indicates that prostate cancer patients with Active Surveillance die as late as those low-risk patients who are treated intensively with radiation or surgery from the outset. However, it is unclear whether the risk of prostate cancer in particular is significantly different for active-surveillance, surgical and irradiation groups – as far as one of the results of the ProtecT study was quite good, but not perfect methodically. But more knowledge is needed about the long-term consequences of Active Surveillance (and other methods) in terms of quality of life and risk of death.",unknown,"Relatively good evidence shows that men with low-risk prostate cancer who are regularly monitored under active surveillance and receive treatment only when necessary are less likely to suffer from incontinence and impotence than patients who have undergone surgery or radiation. However, those on active surveillance may develop tumors more often and may be more likely to develop metastases. Whether men on active surveillance may be more likely to die from prostate cancer than immediately treated prostate cancer patients is insufficiently studied. However, study results suggest that there is no serious difference in life expectancy between the two strategies."
