,questions,documents,answers,explanations
270,Können Spritzen mit Botox Migräne-Anfällen vorbeugen?,"Botox – keine große Hilfe Bisher durchgeführten Studien zufolge kann eine Spritzenbehandlung mit Botox wahrscheinlich helfen. Das heißt: mit Botox bleibt die Migräne nicht weg, die Anzahl der Anfälle wird nur ein wenig reduziert. Insgesamt scheint Botox die Anzahl der monatlichen Migränetage um durchschnittlich zwei Tage verringern zu können.",yes,"Bisherigen Studien zufolge scheint Botox die Anzahl der Migräne-Tage um zwei Tage pro Monat zu verringern. Das gilt jedoch nur für stark betroffene Patientinnen und Patienten, die mehr als zwei Wochen im Monat an Kopfschmerzen leiden."
271,Erleichtert die Einnahme von Probiotika das Abnehmen in bedeutsamem Ausmaß?,"Ob Probiotika Normalgewichtigen helfen, die erstrebte Bikinifigur zu bekommen, lässt sich anhand der Studien also nicht sagen. Die beiden neueren Studien [5,6] können keinen Unterschied zwischen der Einnahme des Probiotikums und dem Placebo feststellen.",no,"Die Fragestellung ist in einer Vielzahl von Studien untersucht worden. In der Zusammenschau ergibt sich höchstens ein kleiner Nutzen über einen Zeitraum von maximal einem halben Jahr, der aber wahrscheinlich nicht bedeutsam ist. Längerfristige Effekte sind nicht untersucht. Wegen methodischer Mängel der meisten Studien lassen sich keine sicheren Schlussfolgerungen ziehen."
272,Wirkt sich der Vollmond negativ auf die Schlafdauer aus?,"Die zusammengefassten Ergebnisse dieser Studien deuten darauf hin, dass Menschen in Nächten rund um Vollmond nicht kürzer schlafen als rund um Neumond [1-7] . Zudem schienen die Testpersonen bei Vollmond auch nicht mehr Zeit zum Einschlafen zu benötigen [1-5] . Wir erachten den Unterschied daher nicht als bedeutsam; demnach scheint der Vollmond die Schlafdauer nicht zu verkürzen. Dabei zeigt der Vergleich über alle Studien hinweg keinen Unterschied zwischen Vollmond-Nächten und Neumond-Nächten.",no,"Es finden sich zwar einige Studien, die den Einfluss des Mondes auf den Schlaf untersucht haben. Sie sind jedoch nur wenig aussagekräftig. In Summe deuten sie nicht darauf hin, dass Menschen in den Nächten rund um Vollmond kürzer schlafen als rund um Neumond."
273,Kann Zitronensaft durch das Norovirus verursachte Magen-Darm-Erkrankungen vorbeugen oder wirksam behandeln?,"Somit gibt es weder Belege dafür, dass Zitronensaft vor einer Ansteckung mit Noroviren schützt. Könnte sich das Trinken von Zitronensaft gar zur Behandlung einer Norovirus-Magen-Darm-Grippe eignen – etwa in Form von heißem Tee mit Zitrone oder Zitruslimonade?",unknown,"Es gibt keine Studien, die die Wirkung von Zitronensaft auf Magen-Darm-Infektionen untersucht haben, die durch das Norovirus ausgelöst wurden. Ob sich Zitronensaft zur Desinfektion, Vorbeugung oder Behandlung eignet, ist daher unklar."
274,Bringt bei einer Knie-Arthrose das Einreiben mit DMSO weniger Schmerzen und mehr Beweglichkeit als das Einreiben mit einem Scheinmedikament?,"Offenbar nicht  In den beiden methodisch besten Studien mit DMSO und einem Scheinpräparat zum Vergleich zeigte sich keine überzeugende Wirksamkeit. Langzeitstudien zu Nutzen und Risiken fehlen  Außerdem waren die Studien unserer Einschätzung nach zu kurz: Sie liefen nur wenige Wochen, während die Beschwerden bei einer Arthrose im Knie oft viele Jahre, manchmal sogar Jahrzehnte bestehen.",no,Zuverlässige Studien haben keinen Unterschied zwischen DMSO und einem Scheinmedikament feststellen können. Es bestehen jedoch noch einige Unsicherheiten.
275,Bringt bei einer Arthrose im Knie das Einreiben mit DMSO weniger Schmerzen und mehr Beweglichkeit als das anerkannte Schmerzmittel Diclofenac??,Die Studie zum Vergleich von Diclofenac und DMSO lieferte keinen verlässlichen Beleg für eine Gleichwertigkeit der beiden Mittel.,unknown,Zuverlässige Studien haben keinen Unterschied zwischen DMSO und einem Scheinmedikament feststellen können. Es bestehen jedoch noch einige Unsicherheiten.
276,Verbessert die Einnahme von Vitamin D die Symptome bei der häufigsten Form von Psoriasis?,"Frage:  Verbessert die Einnahme von Fischöl mit Omega-3-Fettsäuren die Beschwerden bei verschiedenen Formen von Psoriasis stärker als ein Scheinmedikament? Allerdings konnte keine der Studien überzeugend nachweisen, dass Vitamin D den Teilnehmenden besser hilft als ein Scheinmedikament. So gut wie Placebo  Die Ergebnisse dieser Studie liefern aber ohnehin keine überzeugenden Belege für die Wirksamkeit von Vitamin D, denn es findet sich kein nennenswerter Unterschied zu dem Scheinmedikament.",no,"Drei kleinere Studien haben keinen Nutzen von Vitamin D bei Schuppenflechte gefunden, der über jenen bei  der Einnahme eines Scheinmedikaments hinausgeht.,Die Fragestellung ist in vielen kleinen Studien mit teilweise schwerwiegenden methodischen Mängeln untersucht worden. Die Mehrzahl der Studien hat keinen Nutzen von Omega-3-Fettsäuren aus Fischöl bei Schuppenflechte im Vergleich zu Placebo finden können."
277,Verbessert die Einnahme von Fischöl mit Omega-3-Fettsäuren die Beschwerden bei verschiedenen Formen von Psoriasis stärker als ein Scheinmedikament??,Frage:  Verbessert die Einnahme von Fischöl mit Omega-3-Fettsäuren die Beschwerden bei verschiedenen Formen von Psoriasis stärker als ein Scheinmedikament? Die Mehrzahl der Studien hat keinen Nutzen von Omega-3-Fettsäuren aus Fischöl bei Schuppenflechte im Vergleich zu Placebo finden können. Die derzeitigen Daten sprechen deshalb eher gegen eine Wirksamkeit von Fischöl.,no,"Drei kleinere Studien haben keinen Nutzen von Vitamin D bei Schuppenflechte gefunden, der über jenen bei  der Einnahme eines Scheinmedikaments hinausgeht.,Die Fragestellung ist in vielen kleinen Studien mit teilweise schwerwiegenden methodischen Mängeln untersucht worden. Die Mehrzahl der Studien hat keinen Nutzen von Omega-3-Fettsäuren aus Fischöl bei Schuppenflechte im Vergleich zu Placebo finden können."
278,"Sinkt bei Menschen mit hohem Risiko die Wahrscheinlichkeit für eine Herz-Kreislauf-Erkrankung, wenn sie eine mediterrane Diät einhalten?","Tun Ärztinnen und Ärzte gut daran, wenn sie ihren Patientinnen und Patienten raten, sich mit Mittelmeerkost zu ernähren? Sie zeigen, dass eine Umstellung auf eine mediterrane Diät für Menschen mit hohem Herz-Kreislauf-Risiko wahrscheinlich sinnvoll ist. Fünf Jahre später waren in der mediterranen Diät-Gruppe deutlich weniger Herzinfarkte, Schlaganfälle oder Herz-Kreislauf-bedingte Todesfälle aufgetreten [1] :  36 von 1000 Teilnehmenden aus der Gruppe mit der Mediterranen Diät waren im Laufe von fünf Jahren von einem der drei schweren Herz-Kreislauf-Erkrankungen (mit oder ohne Todesfolge) betroffen. Es scheint also, als könne die mediterrane Diät einige Menschen vor schweren Herz-Kreislauf-Erkrankungen schützen. Auf einen Nutzen der mediterranen Diät deuten Studien mit Herzinfarkt-Patientinnen und -Patienten hin [2,3] .",yes,"Menschen, die diese traditionelle Ernährungsweise aus der Mittelmeer-Region einhalten, erleiden wahrscheinlich seltener einen Herzinfarkt oder Schlaganfall. Das Leben scheint die mediterrane Diät aber nicht zu verlängern.,Einer Studie mit wenigen Betroffenen zufolge könnte eine mediterrane Diät das Risiko einer tödlichen Herz-Kreislauf-Erkrankung verringern. Weitere Studien müssen dies jedoch erst bestätigen."
279,"Sinkt bei Menschen, die schon einen Herzinfarkt hatten , die Wahrscheinlichkeit, an einer Herz-Kreislauf-Erkrankung zu sterben??","Eine Umstellung auf eine mediterrane Diät dürfte demnach das Risiko senken, innerhalb der nächsten drei bis vier Jahre einen weiteren Herzinfarkt zu erleiden. Nach rund 46 Monaten waren Gesamt-Todesfälle sowie Todesfälle durch Herz-Kreislauf-Erkrankungen in der Gruppe mit der mediterranen Diät deutlich seltener aufgetreten.",yes,"Menschen, die diese traditionelle Ernährungsweise aus der Mittelmeer-Region einhalten, erleiden wahrscheinlich seltener einen Herzinfarkt oder Schlaganfall. Das Leben scheint die mediterrane Diät aber nicht zu verlängern.,Einer Studie mit wenigen Betroffenen zufolge könnte eine mediterrane Diät das Risiko einer tödlichen Herz-Kreislauf-Erkrankung verringern. Weitere Studien müssen dies jedoch erst bestätigen."
280,Hat Granderwasser im Vergleich zu unbehandeltem Trinkwasser gesundheitliche Vorteile?,"Studien zu gesundheitlichen Auswirkungen von Granderwasser konnten wir keine finden. Ob das angeblich lebendigere Wasser tatsächlich – wie behauptet – das Wohlbefinden verbessert oder andere Auswirkungen auf die Gesundheit hat, wurde nie untersucht. Bisher gibt es zudem keine überzeugenden Nachweise, dass sich Granderwasser überhaupt von normalem Wasser unterscheidet. Die Studien im Detail  Keine klinischen Studien gefunden.",unknown,Das angebliche Wirkprinzip von Granderwasser ist wissenschaftlich nicht plausibel. Es sind auch keine klinischen Studien zur gesundheitlichen Wirkung zu finden. Andere Untersuchungen finden meist keinen Unterschied zwischen Granderwasser und unbehandeltem Wasser.
281,"Schützt Astaxanthin vor Herz-Kreislauf-Erkrankungen, Krebs oder verlängert es das Leben?","Aber sie haben nicht untersucht, ob sich Astaxanthin tatsächlich positiv auf das Leben der Testpersonen auswirkt, zum Beispiel: Ist mit Astaxanthin der Verlauf von bestimmten Krankheiten günstiger? Solche Studien fehlen aber leider für Astaxanthin. Die angeblich wunderbaren Wirkungen von Astaxanthin als Nahrungsergänzungsmittel sind also nicht ausreichend untersucht, geschweige denn belegt.",unknown,"Es fehlen aussagekräftige Studien zu Astaxanthin. Es gibt nur Untersuchungen, die bestimmte Blutwerte oder andere Ersatzgrößen für Herz-Kreislauf-Erkrankungen erfasst haben, die obendrein keinen Nutzen für den rosa Farbstoff finden konnten."
282,Fördern Produkte aus der Nonifrucht die Gesundheit?,"Grob gesagt: Auf Basis der aktuellen Studienlage können wir positive Effekte durch Noni weder bestätigten noch ausschließen. Seriöse klinische Studien, welche die Wirksamkeit von Noni bei Bluthochdruck oder zur Vorbeugung und Behandlung von Krebs untersuchen, konnten wir gar keine finden. Die Studien im Detail  Studienlage zu Extrakten und Säften aus der Noni-Frucht ist dürftig. Daher wissen wir nicht, ob Noni deutliche positive Gesundheitseffekte hat – auch wenn die Autorinnen und Autoren von Tier- und Reagenzglasstudien dies gerne nahelegen.",unknown,"Bisher existieren keine wissenschaftlich gut durchgeführten Studien, die einen gesundheitlichen Nutzen von Noni beweisen können."
283,Kann der regelmäßige Aufenthalt an Wasserfällen eine anhaltende Besserung von Asthmasymptomen bewirken?,"Ob Wasserfälle eine positive Wirkung bei Asthma haben, ist also unklar und muss erst besser erforscht werden. Die für einzelne Kinder berichteten Verbesserungen sind aus unserer Sicht kein Beleg dafür, dass die Wasserfall-Therapie im Allgemeinen bei Kindern mit Asthma wirksam ist.",unknown,"Bisher hat nur eine Studie diese Frage untersucht. Eine Antwort kann sie jedoch nicht geben, zu groß sind die Mängel bei der Durchführung."
284,Hilft Goji bei ernsthaften Erkrankungen wie Krebs oder zur Vorbeugung eines Herzinfarkts?,"Viele Studien mit Goji, aber wenige Belege Aufgrund der vollmundigen Werbeversprechungen zur Gojibeere sind wir mit entsprechend hohen Erwartungen sind wir an die Literaturrecherche herangegangen. Allerdings haben diese Studien allesamt keine aussagekräftigen Größen untersucht: So suchten wir etwa vergeblich nach Informationen, ob Goji beispielsweise einen Herzinfarkt oder einen Schlaganfall verhindert oder hilft, diabetesbedingte Schädigungen oder eine Verschlechterung des Sehens durch AMD zu vermeiden. Ob Goji also bei Krebs eine echte Unterstützung bieten kann, halten wir aufgrund dieser einen klinischen Studie für durchaus zweifelhaft.",unknown,"Es gibt zwar einige kleinere Studien mit unterschiedlichen Goji-Präparaten zu verschiedenen gesundheitlichen Fragestellungen wie Krebs, Diabetes, Stärkung des Immunsystems oder altersabhängiger Makuladegeneration. Allerdings lassen sich daraus keine verlässlichen Aussagen über spürbare Wirkungen der Gojibeere ableiten."
285,Sind Amla-Nahrungsergänzungsmittel wirksam und sicher bei der Senkung von zu hohem Cholesterin?,"Nachweise für ihre Wirksamkeit gibt es allerdings keine. Auf dieser Basis wäre es nicht seriös, ein Urteil über die Wirksamkeit zu fällen oder gar positive Effekte nahezulegen. [5] Es bleibt also offen, ob die Einnahme von Amla-Nahrungsergänzungsmitteln einerseits die Laborwerte auf dem Papier „schöner“ erscheinen lassen können und andererseits tatsächlich eine Verminderung von Krankheits- und Todesfällen zu bewirken vermögen. Somit bleibt unklar, ob Amla einen Beitrag zur Cholesterinsenkung leisten kann und ob die Beere letztlich zu einer spürbaren Verbesserung der Gesundheit führt, also Erkrankungen und Todesfälle vermindern kann.",unknown,"Es gibt zwar einige Untersuchungen mit menschlichen Probandinnen und Probanden. Doch die Mängelliste ist lang, die Ergebnisse der Studien sind daher nicht vertrauenswürdig. Nahrungsergänzungsmittel mit Amla sind also keine Alternative für erwiesenermaßen wirksame Therapien."
286,"Hat die Inhalation von Bienenstock-Luft gesundheitliche Vorteile bei Asthma, Allergien oder anderen Erkrankungen?","Heiße Luft Aussagekräftige klinische Studien zur Wirksamkeit von Bienenluft-Therapie wurden offenbar nie durchgeführt bzw. Ohne gut gemachte Untersuchungen zum Nutzen fehlt den Versprechungen und Erwartungen rund um die Therapie mit Luft aus Bienenstöcken eine solide Basis. Die bislang kursierenden Anekdoten zur Wirksamkeit von Bienenluft geben keine Antwort auf wesentliche Fragen: Wie lange halten die kolportierten Effekte nach der Bienenluft-Therapie an? Ob das zuverlässig hilft, ist allerdings nicht untersucht – theoretisch könnten Bruchteile von Pollenkörnern durch die Filterporen rutschen und doch eingeatmet werden. Genauso wie die Wirksamkeit sind also auch unerwünschte Nebenwirkungen der Therapie mit Bienenstock-Luft nicht erforscht; und auf dieser Basis sind seriöse Aussagen über Sicherheit bzw.",unknown,"Es gibt keine wissenschaftlichen Untersuchungen, die für oder gegen eine solche gesundheitliche Wirkung sprechen."
287,Kann Chlorwasser beim Babyschwimmen Asthma oder Allergien später im Kindesalter verursachen?,"Ob Babys, die Chlor im Schwimmwasser ausgesetzt sind, später im Kindesalter eher Asthma oder Allergien entwickeln, ist jedoch unzureichend erforscht. Dass das Babyschwimmen Auslöser für die Asthmaerkrankung war, können die Studienergebnisse jedoch nicht belegen.",unknown,"Bisher durchgeführte Studien sind zu wenig aussagekräftig und widersprüchlich, um konkrete wissenschaftliche Aussagen treffen zu können."
288,Ist viel Sonnenlicht in der Kindheit und Jugend eine Ursache für die altersbedingte Makuladegeneration?,"Ob viel Sonne in der Kindheit und Jugend eine Ursache für Makuladegeneration im Alter ist, können nur zukünftige, besser durchgeführte Studien beantworten. Alles in allem kann die Studie daher nicht beantworten, ob Kinder ein langfristig erhöhtes Risiko für eine Makuladegeneration haben, wenn sie sich viel in der Sonne aufhalten.",unknown,"Ob Sonnenlicht (eine) Ursache für die altersbedingte Makuladegeneration ist, lässt sich derzeit nicht seriös beantworten. Die Qualität der vorhandenen Studien ist zu schlecht. Zur Frage, ob Sonnenbrillen in der Kindheit das Risiko für eine Makuladegeneration im Alter verringern, fehlen entsprechende Untersuchungen."
289,Schützt das Tragen von Sonnenbrillen in der Kindheit und Jugend vor einer Makuladegeneration im Alter??,"Ob das Tragen einer Sonnenbrille in der Kindheit vor einer Makuladegeneration im Alter schützt, wurde bisher nicht in Studien untersucht. Auch für die späteren Lebensjahre ist unklar, ob Sonnenbrillen einen Schutzeffekt haben.",unknown,"Ob Sonnenlicht (eine) Ursache für die altersbedingte Makuladegeneration ist, lässt sich derzeit nicht seriös beantworten. Die Qualität der vorhandenen Studien ist zu schlecht. Zur Frage, ob Sonnenbrillen in der Kindheit das Risiko für eine Makuladegeneration im Alter verringern, fehlen entsprechende Untersuchungen."
290,Hat Wasser aus Krügen mit Halbedelsteinen eine positive gesundheitliche Wirkung?,"Es ist allerdings unwahrscheinlich, dass gesundheitlich relevante Mengen aus den „Heilsteinen“ ins Wasser übertreten. Offenbar hat sich die Forschung weder mit Heilsteinen im Wasser befasst noch die gesundheitlichen Auswirkungen von diesem speziellen Trinkwasser untersucht. Nutzen nicht plausibel Unser Fazit lautet daher: Nutzen und Risiken von „Heilsteinen“ im Trinkwasser sind nicht untersucht. Für eine positive gesundheitliche Wirkung fehlt jeglicher Beleg aus der wissenschaftlichen Medizin.",unknown,Dazu liegen keine Studien vor. Eine Wirkung ist nicht plausibel.
291,Ist Kalzium aus japanischen Korallen sicher und wirksam bei der Vorbeugung von Krankheiten?,"Allerdings stellte sich bei unserer Recherche zum Korallen-Kalzium wenig überraschend heraus: Wir haben keine Studien mit Probandinnen und Probanden gefunden, die uns eine seriöse Einschätzung dieser Behauptung ermöglicht hätten. Unser Fazit:  Wir können nicht sagen, ob Korallen-Kalzium einen präventiven Nutzen hat, also ob es wirksam ist bei der Vorbeugung von diversen Krankheiten. Mangels Vergleichsstudien ist nicht belegt, inwiefern Korallen-Kalzium eine andere Wirkung zeigt als „normales“ Kalzium, das wir mit Lebensmitteln oder in Form von gängigen Nahrungsergänzungsmitteln aufnehmen.",unknown,"Es gibt keine gut gemachten Studien mit menschlichen Probandinnen und Probanden, die Wirksamkeit und Sicherheit von Nahrungsergänzungsmitteln mit Korallen-Kalzium untersucht haben."
292,Hilft die Beachtung von Feng-Shui-Gestaltungsregeln gegen schlechten Schlaf?,"Unser Fazit Wir konnten keine Studien finden, die sich mit gesundheitlichen Effekten von Spiegeln im Schlafzimmer auseinandergesetzt haben. Wir konnten nicht eruieren, ob sich die Gestaltungsprinzipien des Feng Shui möglicherweise günstig auf Gesundheit und Schlaf auswirken. Wohlfühlen durch Schlafhygiene Über die Auswirkungen einer Feng-Shui-Wohnkultur auf die Schlafqualität können wir kein Urteil fällen.",unknown,"Die Schlafhygiene empfiehlt, Schlafzimmer so zu gestalten, dass sich seine Bewohnerinnen und Bewohner wohl fühlen. Ob dabei die Gestaltung des Schlafraums nach den Regeln des Feng Shui oder das Weglassen von Spiegeln gegenüber des Betts eine Rolle spielt, konnten wir nicht eruieren. Entsprechende Studien fehlen."
293,Wirkt die Einnahme von Vitamin C vorbeugend gegen die Reisekrankheit?,"Auch für die Seekrankheit im Speziellen können wir auf Basis der Studie keine verlässlichen Schlussfolgerungen ziehen. Deshalb lässt sich die Frage, ob man mit Vitamin C eine Reisekrankheit verhindern kann, nach derzeitigem Stand der Wissenschaft nicht beantworten.",unknown,Zu dieser Frage haben wir nur eine kleine Studie mit methodischen Mängeln gefunden. Die Studie hat eine sehr spezielle Fragestellung untersucht und weist widersprüchliche Ergebnisse auf.
294,Verbessern Pflaster der Firma Lifewave die Gesundheit oder die sportliche und geistige Leistungsfähigkeit?,"Eine glaubwürdige wissenschaftliche Erklärung für solche Effekte gibt es allerdings nicht. Ob die Pflaster etwas bringen, kann auf Basis dieser Studien nicht gesagt werden. Ob die Pflaster auch die Gesundheit und Leistungsfähigkeit der teilnehmenden Personen verbessern können, wurde darin nie ausgewertet.",unknown,"Es gibt keine vertrauenswürdigen, nachvollziehbar durchgeführten Studien, die eine solche Wirkung andeuten oder gar belegen. Dass die Pflaster helfen, ist ohnehin nicht plausibel."
295,Gibt es zwischen IPL und Dioden-Laser Unterschiede in der Wirksamkeit  bei der Haarentfernung?,"Möglicherweise kein Unterschied Unser allgemeines Fazit lautet: Bisherige Studien deuten darauf hin, dass es zumindest keine deutlichen Unterschiede zwischen Dioden-Laser und IPL, angewendet durch Profis, geben dürfte. Möglicherweise wirken beide Methoden ähnlich. Die Ergebnisse von 23 verbliebenen Frauen deuten darauf hin, dass sowohl Dioden-Laser als auch IPL bei durch Hirsutismus ausgelösten Behaarung im Gesicht ähnlich wirksam sein dürfte.",no,"Möglicherweise gibt es keinen Unterschied zwischen der Haarreduktion mit Dioden-Laser und IPL. Wir haben zum Thema nur drei Studien mit wenigen weiblichen Testpersonen auswerten können; die Studien hatten diverse methodische Mängel. Deshalb könnte unser Urteil in Zukunft durch besser gemachte Studien revidiert werden. Belastbare Daten zur Langzeitwirkung der Epilation mit Dioden-Laser und Licht fehlen. Auch die Verallgemeinerung der vorläufigen Ergebnisse ist problematisch, etwa weil in den von uns herangezogenen Studien nur die Haarentfernung im Gesicht und in den Achselhöhlen untersucht wurde."
296,Verursacht Kohlensäure Krebs?,"Krebs durch Kohlensäure wenig wahrscheinlich Wir können derzeit nicht sicher beurteilen, ob kohlensäurehältige Getränke die Gesundheit beeinflussen. Immerhin gibt es Hinweise darauf, dass Kohlensäure nicht für die Entstehung von Krebs verantwortlich sein dürfte [1-4]. Fehlen jedoch Hinweise, dass Kohlensäure in Kombination mit anderen Inhaltsstoffen Krebs auslöst, ist unwahrscheinlich, dass sie das alleine tut.",no,"Derzeit existierende Studien sind zu wenig aussagekräftig, um verlässlichen Schlüsse über die Auswirkung von Kohlensäure auf den Verdauungstrakt  zu erlauben. Allerdings gibt es Hinweise darauf, dass Kohlensäure keinen Krebs verursachen dürfte. Die zugrunde liegenden Studien haben aber nur geringe Aussagekraft."
297,Hat Kohlensäure gesundheitliche Auswirkungen auf den Verdauungstrakt??,"Auswirkungen auf die Verdauung ungeklärt Es ist schwierig einzuschätzen, ob Sprudelgetränke den Verdauungstrakt beeinflussen. Was Kohlensäure im Verdauungstrakt bewirkt, lässt sich aus ihren Ergebnissen nicht schließen.",unknown,"Derzeit existierende Studien sind zu wenig aussagekräftig, um verlässlichen Schlüsse über die Auswirkung von Kohlensäure auf den Verdauungstrakt  zu erlauben. Allerdings gibt es Hinweise darauf, dass Kohlensäure keinen Krebs verursachen dürfte. Die zugrunde liegenden Studien haben aber nur geringe Aussagekraft."
298,Wirkt das Tragen von Kompressionsstrümpfen auf einem Langstreckenflug vorbeugend gegen Thrombosen (Blutgerinnsel) und den damit einhergehenden Beschwerden?,"Vorbeugen mit Kompressionsstrümpfen ist wirksam Kompressionsstrümpfe sollen verhindern, dass es zu Thrombosen kommt. Und tatsächlich: Auf einem Langstreckenflug verringert das Tragen von Kompressionsstrümpfen die Wahrscheinlichkeit, dass sich im Bein Blutgerinnsel bilden. Viele Thrombosen werden verhindert Weiters zeigen die Ergebnisse, dass Kompressionsstrümpfe viele Thrombosen verhindern. Die Kompressionsstrümpfe konnten sowohl bei Personen mit erhöhtem Risiko als auch bei nicht speziell gefährdeten Menschen das Auftreten von symptomfreien Thrombosen reduzieren. Es ist daher wahrscheinlich, dass Kompressionsstrümpfe auch die seltenen problematischen Thrombosen reduzieren können.",yes,"In bisherigen Studien haben Kompressionsstrümpfe die Wahrscheinlichkeit für eine symptomlose Thrombose deutlich verringert. Damit sinkt wahrscheinlich auch das Risiko für selten auftretende problematische Thrombosen, die zu ernsten Beschwerden führen."
299,"Kann eine extrakorporale Stoßwellentherapie Schmerzen in der Ferse lindern, wenn die Ursache eine Sehnenentzündung oder ein Fersensporn ist?","Demnach kann eine Stoßwellentherapie die Schmerzen dieser Betroffenen wahrscheinlich lindern, wenn auch nicht in jedem Fall [1] . Noch ungeklärt Obwohl die vorhandenen Studien ziemlich eindeutig einen Vorteil der Stoßwellentherapie gegenüber einer Scheinbehandlung gezeigt haben, bleiben doch einige Fragen offen:  Wie stark müssen die Stoßwellen sein, um die Beschwerden  bestmöglich zu lindern und trotzdem die Fußsohle zu schonen? Das evidenzbasierte Ärzteinformationszentrum der Donau-Universität Krems hat aber nur schwache Hinweise darauf gefunden, dass eine Stoßwellentherapie bei Knochenbrüchen helfen kann: „ Gibt es Evidenz für die Wirksamkeit der extrakorporalen Stoßwellentherapie (ESWT) bei akuten Schaftbrüchen hinsichtlich einer Unterstützung der Frakturheilung?",yes,"Eine Stoßwellentherapie hilft wahrscheinlich, chronische Fersenschmerzen zu lindern – wenn diese durch eine Entzündung der Fußsohlen-Sehnenplatte (Plantarfasziitis) oder durch einen Fersensporn verursacht werden. In vielen Fällen bessern sich die Beschwerden auch von alleine wieder."
300,Hilft ein Extrakt aus der afrikanischen Schwarzbohne (Wirkstoff 5-Hydroxytryptophan) gegen Liebeskummer?,"Einen wissenschaftlichen Beweis, dass das Präparat tatsächlich seelische Schmerzen nach Trennungen von einem geliebten Partner lindern kann, gibt es nicht.",unknown,Eine solche Wirkung ist bisher nicht wissenschaftlich bestätigt.
301,Hilft eine Mischung aus Hopfen und anderen natürlichen Mitteln bei Schlafproblemen?,"In Kombination mit anderen „natürlichen“ Mitteln scheint Hopfen also nichts gegen Schlafstörungen ausrichten zu können. Mehr Forschung nötig  Insgesamt deuten also drei Studien mit in Summe 412 teilnehmenden Männern und Frauen darauf hin, dass verschiedene Kombi-Präparate mit Hopfen den Schlaf nicht verbessern können.",no,"Als einzelner Wirkstoff ist Hopfen nicht gut erforscht. Aussagekräftige klinische Studien gibt es nur zu Mischpräparaten, die außer Hopfen noch folgende Mittel enthalten: Baldrian, ungesättigte pflanzliche Fette oder aufbereitetes Milcheiweiß in Kombination mit einem Extrakt der Chinesischen Dattel. Ergebnisse bisheriger Studien deuten darauf hin, dass diese Mischungen den Schlaf nicht verbessern können."
302,Hilft Hopfen als einzelner Wirkstoff bei Schlafproblemen??,"Für Hopfen als Einzelwirkstoff ist die Frage nach der Wirksamkeit schnell beantwortet: Wir haben keine klinischen Studien dazu gefunden. Wir können also nicht sagen, ob Hopfen alleine den Schlaf verbessert.",unknown,"Als einzelner Wirkstoff ist Hopfen nicht gut erforscht. Aussagekräftige klinische Studien gibt es nur zu Mischpräparaten, die außer Hopfen noch folgende Mittel enthalten: Baldrian, ungesättigte pflanzliche Fette oder aufbereitetes Milcheiweiß in Kombination mit einem Extrakt der Chinesischen Dattel. Ergebnisse bisheriger Studien deuten darauf hin, dass diese Mischungen den Schlaf nicht verbessern können."
303,Nützt die Einnahme von einem Pilz namens Reishi bei Krebs?,"Da alle Studien mehr oder weniger große methodische Schwächen aufweisen, sind die Ergebnisse – selbst wenn sie nominell zugunsten von Reishi ausfallen – nicht aussagekräftig. Ob Reishi bei Krebserkrankungen etwas nützt, lässt sich nach derzeitigem Kenntnisstand also nicht sicher sagen. Das Ansprechen auf die Therapie wurde zwar in zwei Studien untersucht, doch fand sich für Reishi kein Vorteil gegenüber der Vergleichstherapie.",unknown,"Die Frage zur Wirkung von Reishi gegen Krebs wurde in einigen Studien erforscht. Diese waren aber klein und hatten teilweise schweren methodische Mängel. Da außerdem eine Vielzahl von Krebserkrankungen, Behandlungsformen und Reishi-Präparaten untersucht wurde, sind Vergleiche schwer möglich. Somit lässt sich die Frage nach der Anti-Krebs-Wirkung des Pilzes nicht zuverlässig beantworten."
304,Lassen sich Wehenschmerzen bei der Geburt durch Aromatherapie mit Lavendelöl lindern?,"Die Ergebnisse dieser Studien deuten darauf hin, dass der Duft des ätherischen Öls die Stärke der Wehenschmerzen geringfügig abschwächen könnte. Frauen, die eine Aromatherapie mit Lavendelöl bekamen, schätzten ihre Schmerzen im Schnitt zwischen 0,4 und 1,6 Punkten niedriger ein als jene, die nur eine Scheintherapie ohne ätherisches Öl bekamen [1,2] .",yes,"Bisherige Studien sind schlecht gemacht, ihre Ergebnisse sind daher nur eingeschränkt vertrauenswürdig. Sie deuten an, dass eine Aromatherapie mit Lavendelöl Wehenschmerzen geringfügig lindern könnte. Ob sich durch Aromatherapie auch die Geburtsdauer verkürzt, ist nicht geklärt."
305,Lässt sich die Dauer der Geburt durch Aromatherapie mit Lavendelöl verringern??,"Schnellere Geburt durch Aromatherapie? Ob Aromatherapie hier wirklich etwas bewirken kann, ist jedoch nicht ausreichend erforscht.",unknown,"Bisherige Studien sind schlecht gemacht, ihre Ergebnisse sind daher nur eingeschränkt vertrauenswürdig. Sie deuten an, dass eine Aromatherapie mit Lavendelöl Wehenschmerzen geringfügig lindern könnte. Ob sich durch Aromatherapie auch die Geburtsdauer verkürzt, ist nicht geklärt."
